id_student,code_module,code_presentation,total_score*weight,attempted_weight,adjusted_mark,mark,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation
586036,BBB,2014J,7200.0,100.0,54.68591370556973,36.0,F,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,BBB_2014J
586046,CCC,2014J,5758.0,142.0,34.20245398773006,28.8,M,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Fail,CCC_2014J
586046,EEE,2013J,8324.0,100.0,64.71446700505254,41.6,M,West Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Pass,EEE_2013J
586047,CCC,2014J,7422.0,150.0,37.1,37.1,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,CCC_2014J
586047,EEE,2013J,9212.0,100.0,69.09263959388085,46.1,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,EEE_2013J
586054,GGG,2014B,2433.3,33.3,19.079754601226995,12.2,F,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,GGG_2014B
586072,BBB,2013J,1283.0,24.0,10.513803680981596,6.4,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,BBB_2013J
586078,BBB,2013J,5614.0,99.0,44.095812182737205,28.1,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,BBB_2013J
586080,FFF,2013J,6100.0,75.0,35.49079754601227,30.5,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,FFF_2013J
586083,GGG,2013J,1833.3,33.3,15.429447852760736,9.2,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,GGG_2013J
586086,BBB,2014B,6377.0,82.0,48.201142131971864,31.9,F,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,BBB_2014B
586088,CCC,2014J,5237.0,75.0,42.73477157360145,26.2,F,Scotland,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,CCC_2014J
586113,DDD,2013J,9697.5,200.0,48.5,48.5,F,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,DDD_2013J
586120,GGG,2013J,1500.0,33.3,12.292944785276074,7.5,F,North Region,Lower Than A Level,0-10%,35-55,0,90,N,Fail,GGG_2013J
586121,DDD,2014J,10555.0,200.0,52.8,52.8,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,DDD_2014J
586128,DDD,2013J,15680.0,200.0,78.4,78.4,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,DDD_2013J
586132,EEE,2013J,6452.0,72.0,36.7101226993865,32.3,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,EEE_2013J
586134,BBB,2014J,7405.0,100.0,56.53236040607558,37.0,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014J
586137,EEE,2013J,8856.0,100.0,67.8902284263693,44.3,M,North Region,HE Qualification,,0-35,0,30,N,Pass,EEE_2013J
586142,BBB,2014J,8480.0,100.0,82.34600262122635,42.4,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,BBB_2014J
586145,BBB,2013J,3709.0,62.0,24.562883435582823,18.5,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,BBB_2013J
586158,GGG,2013J,7500.0,100.0,38.75,37.5,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,GGG_2013J
586165,BBB,2013J,6028.0,82.0,35.237730061349694,30.1,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,BBB_2013J
586180,BBB,2014J,7090.0,100.0,53.635786802017435,35.4,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2014J
586196,GGG,2013J,6333.3,100.0,47.83629441623617,31.7,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,GGG_2013J
586224,FFF,2013J,1375.0,25.0,11.096625766871165,6.9,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,FFF_2013J
586227,CCC,2014J,1562.0,18.0,,,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,CCC_2014J
586233,FFF,2013J,6325.0,100.0,47.769670050754,31.6,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,FFF_2013J
586236,EEE,2013J,8056.0,100.0,62.538071065968325,40.3,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,EEE_2013J
586243,DDD,2013J,17795.0,200.0,89.0,89.0,F,North Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,DDD_2013J
586246,FFF,2013J,2075.0,25.0,17.338957055214724,10.4,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,FFF_2013J
586251,FFF,2013J,775.0,12.5,,,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,FFF_2013J
586257,DDD,2013J,16370.0,200.0,81.8,81.8,F,Ireland,HE Qualification,,0-35,0,120,N,Distinction,DDD_2013J
586259,FFF,2013J,2050.0,50.0,17.00920245398773,10.2,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,FFF_2013J
586261,CCC,2014J,6096.0,97.0,46.38959390862334,30.5,M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,CCC_2014J
586261,EEE,2013J,8712.0,100.0,86.90694626473672,43.6,M,London Region,Lower Than A Level,70-80%,35-55,0,90,N,Distinction,EEE_2013J
586281,FFF,2013J,3575.0,50.0,,,F,South East Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,FFF_2013J
586287,GGG,2013J,7500.0,100.0,57.55393401013552,37.5,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,GGG_2013J
586315,DDD,2014J,14080.0,200.0,70.4,70.4,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,DDD_2014J
586324,GGG,2013J,7933.3,100.0,77.22149410222475,39.7,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,GGG_2013J
586337,GGG,2013J,7666.7,100.0,59.00380710658084,38.3,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,GGG_2013J
586346,BBB,2013J,7385.0,100.0,56.31662436546665,36.9,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,BBB_2013J
586347,DDD,2014B,9437.5,180.0,52.4,47.2,F,Wales,A Level or Equivalent,30-40%,0-35,0,150,N,Distinction,DDD_2014B
586351,FFF,2014B,775.0,12.5,,,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Withdrawn,FFF_2014B
586367,GGG,2013J,5100.0,100.0,31.357361963190183,25.5,F,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,GGG_2013J
586369,DDD,2014B,4922.5,60.0,,,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,DDD_2014B
586370,GGG,2013J,4666.7,66.7,29.570552147239265,23.3,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,GGG_2013J
586371,GGG,2014J,5866.7,100.0,45.14276649745702,29.3,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,GGG_2014J
586376,BBB,2014J,8085.0,100.0,62.60786802028298,40.4,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,BBB_2014J
586398,BBB,2014J,0.0,0.0,,,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,BBB_2014J
586407,BBB,2013J,375.0,5.0,,,F,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,BBB_2013J
586416,BBB,2013J,6414.0,100.0,48.36294416242856,32.1,F,Ireland,HE Qualification,50-60%,0-35,0,60,N,Pass,BBB_2013J
586423,GGG,2013J,6666.7,100.0,50.114213197959884,33.3,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,GGG_2013J
586428,FFF,2013J,6850.0,100.0,51.560913705572716,34.2,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,FFF_2013J
586440,BBB,2013J,5487.0,100.0,43.47398477157029,27.4,F,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,BBB_2013J
586444,DDD,2014J,3130.0,100.0,,,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,DDD_2014J
586446,FFF,2013J,8000.0,100.0,62.08121827409059,40.0,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,FFF_2013J
586468,FFF,2013J,6400.0,100.0,48.30266497461136,32.0,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,FFF_2013J
586470,DDD,2013J,4547.5,60.0,29.041411042944784,22.7,M,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Fail,DDD_2013J
586473,CCC,2014B,72.0,9.0,1.0889570552147239,0.4,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Fail,CCC_2014B
586473,EEE,2013J,4700.0,72.0,29.68558282208589,23.5,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Fail,EEE_2013J
586474,EEE,2014J,6560.0,100.0,49.43527918780825,32.8,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,EEE_2014J
586476,CCC,2014J,10002.0,150.0,66.7,50.0,F,South East Region,A Level or Equivalent,50-60%,0-35,1,90,N,Distinction,CCC_2014J
586476,EEE,2013J,9196.0,100.0,69.04822335022607,46.0,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,EEE_2013J
586477,FFF,2013J,4675.0,75.0,41.300761421318555,23.4,M,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Pass,FFF_2013J
586483,FFF,2013J,6800.0,100.0,51.27538071064913,34.0,M,South Region,Lower Than A Level,80-90%,35-55,0,60,Y,Pass,FFF_2013J
586490,BBB,2013J,490.0,23.0,4.378834355828221,2.4,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,BBB_2013J
586493,GGG,2013J,7200.0,100.0,54.70494923856464,36.0,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,GGG_2013J
586494,GGG,2014B,8800.0,100.0,88.42726081257351,44.0,F,South Region,A Level or Equivalent,50-60%,35-55,1,60,N,Distinction,GGG_2014B
586497,CCC,2014J,11886.0,128.0,99.80340760155914,59.4,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,CCC_2014J
586497,DDD,2013J,18052.5,200.0,90.3,90.3,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,DDD_2013J
586502,BBB,2014J,5390.0,100.0,43.197969543144154,27.0,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,BBB_2014J
586502,GGG,2013J,5666.7,100.0,44.23223350253403,28.3,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,GGG_2013J
586516,BBB,2013J,550.0,6.0,,,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,BBB_2013J
586516,BBB,2014J,7880.0,100.0,76.99868938400729,39.4,F,South East Region,A Level or Equivalent,40-50%,35-55,1,60,N,Distinction,BBB_2014J
586518,FFF,2013J,6650.0,100.0,49.952411167503186,33.2,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Pass,FFF_2013J
586526,CCC,2014J,558.0,18.0,,,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Withdrawn,CCC_2014J
586526,DDD,2013J,10997.5,180.0,61.1,55.0,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,DDD_2013J
586535,BBB,2013J,7075.0,100.0,53.57233502536775,35.4,F,South Region,Lower Than A Level,50-60%,0-35,0,120,Y,Pass,BBB_2013J
586537,DDD,2014B,690.0,10.0,,,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,DDD_2014B
586543,FFF,2013J,500.0,12.5,,,M,North Region,HE Qualification,10-20,0-35,0,180,N,Withdrawn,FFF_2013J
586543,FFF,2014B,450.0,12.5,4.0030674846625764,2.2,M,North Region,HE Qualification,10-20,0-35,1,180,N,Fail,FFF_2014B
586550,CCC,2014J,880.0,11.0,,,M,London Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,CCC_2014J
586550,DDD,2013J,10060.0,200.0,50.3,50.3,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Distinction,DDD_2013J
586561,BBB,2014J,500.0,10.0,,,F,Wales,Lower Than A Level,0-10%,35-55,0,90,Y,Withdrawn,BBB_2014J
586581,BBB,2013J,6552.0,81.0,49.49555837562545,32.8,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2013J
586592,FFF,2014B,6200.0,100.0,46.97652284263293,31.0,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,FFF_2014B
586594,CCC,2014J,13196.0,150.0,88.0,66.0,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,90,N,Distinction,CCC_2014J
586594,FFF,2013J,8850.0,100.0,88.92529488858901,44.2,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,FFF_2013J
586598,GGG,2013J,6833.3,100.0,51.57043147207017,34.2,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,GGG_2013J
586609,DDD,2013J,1580.0,22.5,,,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,DDD_2013J
586621,EEE,2013J,7108.0,100.0,53.82296954313401,35.5,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,EEE_2013J
586625,DDD,2013J,5335.0,180.0,26.7,26.7,M,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass,DDD_2013J
586639,GGG,2013J,4233.3,66.7,40.58375634517711,21.2,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,GGG_2013J
586642,FFF,2013J,7925.0,100.0,61.25951776647716,39.6,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,FFF_2013J
586652,BBB,2014J,5920.0,100.0,45.41243654821818,29.6,F,South East Region,HE Qualification,60-70%,0-35,0,90,N,Pass,BBB_2014J
586660,GGG,2013J,6766.7,100.0,50.92005076141089,33.8,F,South Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,GGG_2013J
586668,CCC,2014J,7794.0,150.0,52.0,39.0,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,CCC_2014J
586668,EEE,2013J,8180.0,100.0,63.569162436525716,40.9,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,EEE_2013J
586689,GGG,2013J,7066.7,100.0,53.46763959389577,35.3,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,GGG_2013J
586705,FFF,2013J,9200.0,100.0,94.61336828308183,46.0,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,FFF_2013J
586707,DDD,2013J,700.0,10.0,,,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,DDD_2013J
586712,BBB,2014B,8965.0,100.0,68.23604060911009,44.8,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,BBB_2014B
586716,CCC,2014B,566.0,11.0,,,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,CCC_2014B
586716,EEE,2013J,7936.0,100.0,61.456218274091185,39.7,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,EEE_2013J
586719,FFF,2013J,7900.0,100.0,61.05329949236568,39.5,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,FFF_2013J
586720,BBB,2013J,1755.0,44.0,14.486196319018404,8.8,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,BBB_2013J
586729,DDD,2014J,11955.0,200.0,59.8,59.8,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,DDD_2014J
586742,BBB,2013J,7598.0,100.0,58.34073604059162,38.0,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,BBB_2013J
586750,CCC,2014J,6917.0,141.0,37.76840490797546,34.6,M,Ireland,Lower Than A Level,,35-55,0,30,N,Fail,CCC_2014J
586750,EEE,2013J,7872.0,100.0,61.03109137053829,39.4,M,Ireland,Lower Than A Level,,35-55,0,60,N,Pass,EEE_2013J
586753,FFF,2013J,3550.0,100.0,24.041411042944784,17.8,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,FFF_2013J
586758,FFF,2013J,8025.0,100.0,62.189086294395054,40.1,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,FFF_2013J
586762,CCC,2014J,7501.0,150.0,50.0,37.5,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,CCC_2014J
586762,DDD,2013J,14792.5,200.0,74.0,74.0,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,DDD_2013J
586781,CCC,2014J,7436.0,75.0,74.90170380078413,37.2,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,CCC_2014J
586781,FFF,2013J,9300.0,100.0,95.91087811270116,46.5,M,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,FFF_2013J
586784,FFF,2013J,7225.0,100.0,54.81598984770159,36.1,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,FFF_2013J
586787,GGG,2013J,7666.7,100.0,58.99746192891587,38.3,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,GGG_2013J
586800,DDD,2013J,14802.5,180.0,82.2,74.0,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,DDD_2013J
586808,CCC,2014J,11735.0,150.0,78.2,58.7,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,CCC_2014J
586808,FFF,2013J,8125.0,100.0,62.915609137033954,40.6,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,FFF_2013J
586811,FFF,2014J,675.0,12.5,5.820552147239264,3.4,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Fail,FFF_2014J
586818,BBB,2014J,700.0,10.0,6.096625766871165,3.5,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,BBB_2014J
586818,GGG,2013J,6333.3,100.0,47.86484771572853,31.7,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,Y,Pass,GGG_2013J
586836,BBB,2013J,1410.0,23.0,11.29601226993865,7.0,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,BBB_2013J
586838,CCC,2014J,3412.0,76.0,40.09517766497453,17.1,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,CCC_2014J
586838,EEE,2013J,8676.0,100.0,66.99873096444122,43.4,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,EEE_2013J
586843,BBB,2013J,6403.0,81.0,48.29631979694639,32.0,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2013J
586851,FFF,2013J,4100.0,50.0,,,M,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,FFF_2013J
586855,FFF,2013J,8025.0,100.0,62.24619289337977,40.1,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,FFF_2013J
586876,DDD,2014B,15045.0,200.0,75.2,75.2,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,DDD_2014B
586882,BBB,2013J,325.0,5.0,2.8680981595092025,1.6,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB_2013J
586891,FFF,2013J,4725.0,100.0,41.38642131979563,23.6,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,FFF_2013J
586906,FFF,2014J,8350.0,100.0,64.97461928931625,41.8,M,Scotland,HE Qualification,30-40%,0-35,2,60,Y,Pass,FFF_2014J
586912,DDD,2013J,13237.5,200.0,66.2,66.2,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,DDD_2013J
586914,GGG,2013J,6600.0,100.0,49.66370558374712,33.0,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,GGG_2013J
586917,FFF,2014B,5850.0,100.0,45.01269035532516,29.2,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,FFF_2014B
586921,CCC,2014B,80.0,2.0,,,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,CCC_2014B
586921,CCC,2014J,940.0,18.0,,,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,CCC_2014J
586921,EEE,2013J,8972.0,100.0,68.29949238575978,44.9,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,EEE_2013J
586925,FFF,2013J,1875.0,25.0,15.828220858895705,9.4,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Fail,FFF_2013J
586928,BBB,2013J,4025.0,62.0,26.150306748466257,20.1,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,BBB_2013J
586935,FFF,2013J,7825.0,100.0,60.39340101520895,39.1,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Pass,FFF_2013J
586946,DDD,2014B,500.0,10.0,,,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,DDD_2014B
586946,DDD,2014J,13630.0,200.0,68.2,68.2,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,Distinction,DDD_2014J
586957,FFF,2013J,7475.0,100.0,57.30964467003423,37.4,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,Y,Pass,FFF_2013J
586962,EEE,2013J,8040.0,100.0,62.35723350251672,40.2,M,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,EEE_2013J
586974,FFF,2013J,700.0,12.5,6.088957055214724,3.5,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,FFF_2013J
586979,EEE,2013J,3540.0,44.0,23.949386503067483,17.7,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,EEE_2013J
586981,GGG,2013J,4166.7,66.7,26.955521472392636,20.8,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,GGG_2013J
586995,BBB,2014B,6245.0,100.0,47.15101522841957,31.2,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,BBB_2014B
586996,BBB,2013J,8067.0,100.0,78.17824377457032,40.3,F,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,BBB_2013J
587002,DDD,2013J,12282.5,200.0,61.4,61.4,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,DDD_2013J
587004,GGG,2013J,7266.7,100.0,55.10152284262517,36.3,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,GGG_2013J
587006,DDD,2013J,560.0,10.0,4.884969325153374,2.8,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,DDD_2013J
587008,CCC,2014J,8135.0,98.0,63.05837563449575,40.7,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,CCC_2014J
587008,EEE,2014J,4760.0,72.0,41.434010152282895,23.8,M,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,EEE_2014J
587014,EEE,2013J,5104.0,72.0,31.334355828220858,25.5,M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,EEE_2013J
587037,BBB,2014J,700.0,10.0,,,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,BBB_2014J
587051,BBB,2013J,1669.0,24.0,13.83435582822086,8.3,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,BBB_2013J
587054,BBB,2014J,7515.0,100.0,57.80774111673426,37.6,F,Wales,HE Qualification,80-90%,35-55,0,60,N,Pass,BBB_2014J
587082,CCC,2014J,710.0,9.0,6.180981595092025,3.6,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,CCC_2014J
587122,CCC,2014B,60.0,2.0,,,M,Scotland,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,CCC_2014B
587122,CCC,2014J,134.0,2.0,,,M,Scotland,Lower Than A Level,60-70%,35-55,1,60,N,Withdrawn,CCC_2014J
587122,EEE,2013J,6140.0,72.0,,,M,Scotland,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,EEE_2013J
587122,EEE,2014J,6140.0,72.0,35.63650306748466,30.7,M,Scotland,Lower Than A Level,60-70%,35-55,1,60,N,Fail,EEE_2014J
587126,FFF,2013J,8675.0,100.0,86.01572739186687,43.4,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,FFF_2013J
587140,DDD,2014J,10275.0,175.0,58.7,51.4,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,DDD_2014J
587150,GGG,2013J,4666.7,66.7,,,M,North Western Region,Lower Than A Level,10-20,35-55,0,90,Y,Withdrawn,GGG_2013J
587161,GGG,2013J,6333.3,100.0,47.84898477156611,31.7,F,South West Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,GGG_2013J
587178,FFF,2013J,8100.0,100.0,62.77284263957216,40.5,M,North Region,HE Qualification,,35-55,0,60,N,Pass,FFF_2013J
587181,BBB,2014B,5348.0,80.0,42.98540609136771,26.7,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,BBB_2014B
587183,GGG,2013J,6666.7,100.0,50.12690355328982,33.3,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,GGG_2013J
587192,BBB,2013J,8454.0,100.0,65.78680203043223,42.3,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013J
587194,BBB,2013J,4591.0,82.0,29.271472392638035,23.0,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,BBB_2013J
587195,FFF,2014B,3225.0,50.0,,,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,Y,Withdrawn,FFF_2014B
587219,BBB,2013J,1647.0,24.0,,,F,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,BBB_2013J
587223,BBB,2013J,7523.0,100.0,75.30799475753362,37.6,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,BBB_2013J
587244,CCC,2014J,7409.0,150.0,37.0,37.0,F,South West Region,Lower Than A Level,30-40%,35-55,0,180,N,Pass,CCC_2014J
587275,GGG,2013J,2833.3,33.3,20.782208588957054,14.2,M,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,GGG_2013J
587283,GGG,2013J,1933.3,33.3,16.234662576687118,9.7,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,GGG_2013J
587286,FFF,2013J,9300.0,100.0,95.9239842725963,46.5,M,Ireland,HE Qualification,30-40%,35-55,0,120,N,Distinction,FFF_2013J
587287,GGG,2014B,2166.7,33.3,17.66871165644172,10.8,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,GGG_2014B
587294,FFF,2013J,7825.0,100.0,60.43464467003125,39.1,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,FFF_2013J
587297,BBB,2013J,8628.0,99.0,66.72271573601509,43.1,F,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,BBB_2013J
